"Data Source","World Development Indicators",

"Last Updated Date","2019-01-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Australia","AUS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5750598907471","","","","","","","","","","","","","","","","","19.1079006195068","22.3374691009521","21.921329498291","21.5369606018066","","","",
"Austria","AUT","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.6038818359375","","","","","","","","","36.8569297790527","35.6252784729004","36.2165908813477","34.2750205993652","31.49534034729","37.0647811889648","36.2827301025391","35.8200988769531","35.9603996276855","","","",
"Azerbaijan","AZE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3746901","9.55657958984375","13.4505500793457","22.3463001251221","19.5572605133057","18.0483303070068","","","","17.880069732666","23.311990737915","","",
"Burundi","BDI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1035.34948730469","743.495849609375","840.517639160156","478.915893554688","","313.111450195313","243.97241","","","413.895294189453","405.193969726563","","329.441711425781","302.481475830078","280.64453125","","","","","",
"Belgium","BEL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.3177909851074","","","",
"Benin","BEN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192.507446289063","149.260833740234","135.985244750977","122.683166503906","128.315032958984","145.62578","118.30079","86.6305084228516","92.4563980102539","81.7652816772461","63.1172904968262","","95.0346374511719","65.7886428833008","57.8433799743652","72.9777297973633","","","",
"Burkina Faso","BFA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","0","","","","","","","","","203.87723","226.02904","218.906967163086","","","226.344116210938","166.064804077148","161.944183349609","221.340759277344","116.527770996094","123.215202331543","","","",
"Bangladesh","BGD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.6794586181641","38.1676292419434","32.8715782165527","35.2284889221191","29.3533992767334","37.9013290405273","","37.509739","31.9958992004395","30.9479503631592","24.5794296264648","","16.6310806274414","24.2171001434326","","","","30.8467407226563","","",
"Bulgaria","BGR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8099899291992","","","17.5258502960205","17.7919101715088","26.5359802246094","16.2649803161621","22.45323","21.20665","17.4963607788086","23.0572605133057","23.9093494415283","14.3122396469116","14.9602699279785","15.4720001220703","16.0816898345947","","","","","",
"Bahrain","BHR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.435619354248","","","","","",
"Bahamas, The","BHS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0354690551758","27.351009","28.646099","17.8696098327637","","15.5571899414063","14.918399810791","13.124659538269","14.2691402435303","14.8234796524048","14.8952302932739","15.9520597457886","17.0440692901611","18.0342407226563","",
"Belize","BLZ","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.5555610656738","","","","27.006950378418","29.2364692687988","25.7027893066406","","23.5870399475098","33.5391883850098","33.5392608642578","32.6216011047363","28.0565395355225","30.1654491424561","",
"Bermuda","BMU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.4411296844482","","","","19.0708503723145","","","","",
"Bolivia","BOL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brazil","BRA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.7472534179688","56.2975883483887","54.9357109069824","47.2009811401367","44.4931716918945","","32.4954986572266","34.781189","","29.1426906585693","27.151050567627","27.8409690856934","27.8194694519043","27.5774707794189","28.0594596862793","30.0209693908691","29.0055103302002","33.2840690612793","","","",
"Barbados","BRB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.9357604980469","42.2401313781738","58.3331184387207","","","","","","37.7297401428223","","30.7617607116699","41.7112503051758","","","","","","","","",
"Brunei Darussalam","BRN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.3553295135498","","","","49.3663902282715","","32.1306114196777","","",
"Bhutan","BTN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","152.575805664063","84.9519805908203","88.201286315918","67.9617767333984","","103.658851623535","54.5957298278809","","","","",
"Botswana","BWA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272.03546","","210.94938659668","","250.012008666992","","","","","","","","","",
"Central African Republic","CAF","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","304.06354","","103.44847869873","125.075340270996","98.3232879638672","112.941390991211","","","","","","","",
"Canada","CAN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.9664115905762","","","","","","","","","40.2843589782715","36.3577194213867","40.1966514587402","44.685188293457","43.0770797729492","","29.6835803985596","37.0716400146484","37.0360107421875","36.6474418640137","","",
"Central Europe and the Baltics","CEB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.0956754684449","32.0258102416992","28.1060342788696","27.8760595321655","25.95578956604","24.9238605499268","21.6895809173584","22.45323","21.1181005","18.9815292358398","20.3249502182007","21.9366302490234","20.4372100830078","20.1283893585205","22.384804725647","24.7830009460449","23.3298397064209","23.9241409301758","","","",
"Switzerland","CHE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.3092498779297","49.8352508544922","48.8116989135742","50.7262496948242","55.1393394470215","59.0426788330078","57.3848991394043","50.312759","48.169109","42.2708892822266","39.8031387329102","42.0379791259766","39.2329597473145","39.6692581176758","41.6314010620117","40.5485916137695","40.9799194335938","37.7092590332031","","","",
"Channel Islands","CHI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2186298370361","20.2119998931885","","18.5242900848389","","17.1476097106934","14.5215702056885","14.7113304138184","11.08626","11.04708","10.7709903717041","11.3935403823853","12.6772499084473","15.9911003112793","14.2449903488159","15.1304998397827","17.2574596405029","17.0730400085449","18.1971492767334","19.6783294677734","","",
"China","CHN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7440299987793","89.1156311035156","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","139.765869140625","","143.599594116211","","","","","","","","123.91593170166","132.638778686523","125.954650878906","142.901077270508","337.547180175781","","152.715866088867","122.83683013916","123.640258789063","","","",
"Cameroon","CMR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.1213111877441","63.678219","42.8228","45.4450912475586","29.6000499725342","29.9294395446777","24.5367202758789","35.0873413085938","16.3387298583984","18.9914608001709","","","","","",
"Congo, Dem. Rep.","COD","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.8853607177734","","","","","",
"Congo, Rep.","COG","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","228.857498168945","","","","","","","","","","","90.5003509521484","","","","","",
"Colombia","COL","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3015289306641","38.4100494384766","30.1899108886719","30.9160499572754","","","20.8476905822754","19.52289","","","26.0242195129395","26.9006805419922","29.2563495635986","23.058349609375","23.066219329834","19.5091209411621","20.8385696411133","20.2346591949463","21.1068000793457","16.299409866333","",
"Comoros","COM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.6976890563965","47.7079086303711","49.8258285522461","44.0019798278809","","","","",
"Cabo Verde","CPV","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","344.56787109375","","","71.693916","76.660316","","45.7470893859863","43.5307693481445","","36.0789985656738","","31.4908294677734","34.0927085876465","41.2433090209961","40.4698295593262","39.3393707275391","",
"Costa Rica","CRI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.505989074707","","","","","","","29.9187698364258","30.1704902648926","32.2201614379883","32.6910018920898","34.7868614196777","36.4837112426758","38.9480285644531","",
"Caribbean small states","CSS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.7515182495117","59.2651596069336","33.0512390136719","38.2279586791992","58.435249","","","44.1604690551758","57.0065612792969","54.6888313293457","49.5595092773438","38.590690612793","41.2715682983398","","35.8408317565918","","","",
"Cuba","CUB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.930671691895","77.8682098388672","95.1400604248047","89.8359375","98.4572372436523","","63.5437698364258","55.69931","34.361912","38.9618682861328","","","","","","","","","","","",
"Curacao","CUW","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.2602405548096","","","","","",
"Cayman Islands","CYM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.101390838623","55.8557510375977","37.9587898254395","40.348560333252","55.6418685913086","46.7587585449219","52.102558","53.445011","50.3118591308594","51.4496192932129","48.4175491333008","34.6386108398438","35.5472984313965","","38.171329498291","32.4658088684082","29.2765293121338","","","",
"Czech Republic","CZE","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.5707015991211","31.2997894287109","28.0065593719482","28.4771499633789","28.1211700439453","30.4927997589111","27.6094608306885","24.821939","34.104259","27.9638595581055","23.4865093231201","24.2700290679932","21.9353408813477","25.922550201416","24.2458190917969","21.7619304656982","20.4957599639893","20.9886302947998","","","",
"Germany","DEU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.5335502624512","37.2576713562012","36.1868515014648","34.0149002075195","","","",
"Djibouti","DJI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","195.529586791992","","","","","","","","",
"Dominica","DMA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.2974815368652","64.4071731567383","68.4637298583984","73.5826797485352","71.9657669067383","65.0940704345703","60.9293518066406","54.106232","52.115589","52.2996292114258","50.3859786987305","54.9863586425781","53.9516105651855","50.9368896484375","41.8996086120605","42.5588493347168","43.1266593933105","","","","",
"Dominican Republic","DOM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Algeria","DZA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific (excluding high income)","EAP","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.7535495758057","15.3435802459717","18.0319004058838","","","","","","","",
"Early-demographic dividend","EAR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8649997711182","18.9684200286865","","","21.979640007019","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.752225","","19.0324907302857","21.760419845581","","16.5043001174927","18.4690351486206","16.7456750869751","","18.2967948913574","15.9234595298767","","",
"Europe & Central Asia","ECS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.2749691009521","25.4344396591187","24.8930807113648","24.0922546386719","23.28688","24.69993","24.6276702880859","23.8698301315308","25.348614692688","23.7643203735352","26.3997955322265","23.8498802185059","24.9984092712402","26.7056703567505","25.8711948394776","","","",
"Ecuador","ECU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.1182899475098","43.1287803649902","","52.4559097290039","","","",
"Egypt, Arab Rep.","EGY","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Euro area","EMU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8737306594849","27.4790544509888","25.6740951538086","26.2306995391846","25.0750007629395","22.6008358001709","22.1926307678223","22.626735","23.865419","24.6276702880859","25.4724006652832","28.6097602844238","27.9930896759033","26.8770408630371","24.101770401001","24.8967599868774","26.7056703567505","26.7884006500244","","","",
"Eritrea","ERI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","361.16455078125","344.380615234375","","840.366271972656","","","","","","","","","","","","","","",
"Spain","ESP","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.6210594177246","19.3816509246826","20.1843605041504","20.9324607849121","21.3573303222656","22.1769695281982","22.1553497314453","22.28554","23.012211","24.6276702880859","26.8036403656006","28.6097602844238","27.9930896759033","27.3278999328613","23.8498802185059","23.292049407959","22.9879398345947","22.9421691894531","","","",
"Estonia","EST","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.2569198608398","31.3034706115723","32.0258102416992","","24.6023292541504","24.5090198516846","21.9722499847412","17.7167701721191","17.96896","","18.5721797943115","19.9950904846191","21.9366302490234","21.1441802978516","24.1739902496338","17.3751106262207","24.7951107025146","31.507999420166","33.6071586608887","","","",
"Ethiopia","ETH","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","615.477294921875","","","","","","","","","","","","350.072479248047","278.902893066406","311.823822021484","300.208465576172","","264.837341308594","","","","",
"European Union","EUU","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.6206493377686","29.992790222168","28.0065593719482","27.1218700408936","25.4344396591187","24.8623008728027","23.5916748046875","23.216415","24.2826745","24.5127553939819","24.1708393096924","25.348614692688","24.1046648025513","26.3997955322265","23.9758253097535","25.3808097839355","26.6678504943848","26.7884006500244","","","",
"Fragile and conflict affected situations","FCS","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.0178985595703","37.2715110778809","35.7419586181641","35.8525886535645","35.3512802124023","34.6293601989746","32.918522","32.036041","30.5061302185059","31.1058502197266","37.050121307373","36.8042488098145","36.2744789123535","36.0121612548828","35.4793090820313","35.7962112426758","34.5501899719238","","","",
"Fiji","FJI","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.7104301452637","","","","","","","","","","","","","","",
"France","FRA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.992790222168","","","","34.1858100891113","34.2557601928711","33.618408","33.752319","35.1592712402344","35.9524307250977","38.8631591796875","37.2498588562012","36.3106002807617","34.0668792724609","33.7437591552734","33.4326286315918","32.9669609069824","","","",
"Faroe Islands","FRO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.9255599975586","22.7554206848145","20.7060508728027","20.3484802246094","25.5517196655273","24.8623008728027","24.4390602111816","29.094601","26.09502","22.177490234375","20.410270690918","18.8670101165771","23.7643203735352","31.5719299316406","","40.4267883300781","41.4094581604004","35.4898414611816","36.9260711669922","","",
"Georgia","GEO","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.4836101531982","","","10.5468101501465","14.6346302032471","","","","11.4148302078247","9.94023036956787","",
"Ghana","GHA","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","246.33167","192.49246","223.886917114258","179.233673095703","147.34423828125","","91.559196472168","130.292007446289","87.1050033569336","74.818229675293","","","","",
"Gibraltar","GIB","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Government expenditure per student, tertiary (% of GDP per capita)","SE.XPD.TERT.PC.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.986389160156","229.95239","","","63.513111114502","95.0199966430664","101.280448913574","106.003799438477","68.1142196655273","96.1685562133789","94.9375228881836","","","","",
